test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,sync_vs_async,00:00:30,sync_call,252,24,228,0.8,207.82,859.95,1337.18,1040.9,1236.99,1300.48,1337.34,414.98,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,sync_vs_async,00:00:30,async_call,20,15,5,0.5,364.88,595.2,898.13,522.24,754.18,839.17,898.56,183.73,0,0,0,0
