test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,sync_vs_async,00:01:40,sync_call,900,819,81,8.2,144.52,411.98,12677.32,334.08,397.06,541.18,1000.45,766.45,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,sync_vs_async,00:01:40,async_call,814,788,26,7.9,212.09,646.35,3085.48,633.86,729.09,885.76,1022.46,177.4,0,0,0,0
